result
"AnalyzerOutput(output=others, probas={others: 0.798, joy: 0.192, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.989, others: 0.003, disgust: 0.002, joy: 0.002, fear: 0.002, surprise: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.778, joy: 0.209, surprise: 0.004, anger: 0.003, sadness: 0.002, disgust: 0.002, fear: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.008, disgust: 0.006, sadness: 0.005, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, disgust: 0.009, joy: 0.007, sadness: 0.004, surprise: 0.003, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.010, disgust: 0.004, sadness: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.012, sadness: 0.009, fear: 0.004, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, joy: 0.032, surprise: 0.004, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.011, disgust: 0.004, surprise: 0.003, anger: 0.002, fear: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.016, sadness: 0.006, surprise: 0.004, fear: 0.004, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.905, fear: 0.049, sadness: 0.020, joy: 0.017, disgust: 0.005, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.757, sadness: 0.203, joy: 0.014, disgust: 0.013, fear: 0.008, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.020, surprise: 0.004, disgust: 0.002, sadness: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.980, joy: 0.007, disgust: 0.006, fear: 0.002, surprise: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, disgust: 0.015, joy: 0.006, anger: 0.004, fear: 0.003, surprise: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.944, joy: 0.046, surprise: 0.003, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.015, fear: 0.004, sadness: 0.003, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.018, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.932, joy: 0.047, surprise: 0.013, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.518, sadness: 0.436, joy: 0.019, disgust: 0.014, fear: 0.007, surprise: 0.003, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.695, joy: 0.291, sadness: 0.004, surprise: 0.004, fear: 0.003, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.024, sadness: 0.003, disgust: 0.003, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.019, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.749, others: 0.239, surprise: 0.007, sadness: 0.002, disgust: 0.001, anger: 0.001, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.757, joy: 0.229, sadness: 0.005, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.959, joy: 0.030, fear: 0.003, sadness: 0.002, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, disgust: 0.010, fear: 0.006, joy: 0.005, sadness: 0.005, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.752, disgust: 0.219, anger: 0.013, joy: 0.005, sadness: 0.004, surprise: 0.004, fear: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.014, surprise: 0.004, disgust: 0.003, sadness: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.548, fear: 0.351, sadness: 0.055, joy: 0.033, surprise: 0.007, disgust: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.959, joy: 0.028, surprise: 0.004, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.980, joy: 0.009, disgust: 0.004, surprise: 0.003, fear: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.854, others: 0.136, sadness: 0.003, surprise: 0.003, fear: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.007, disgust: 0.007, fear: 0.003, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.811, joy: 0.179, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.557, others: 0.431, surprise: 0.003, sadness: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.015, surprise: 0.012, fear: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.024, surprise: 0.003, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.010, disgust: 0.005, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.026, sadness: 0.006, surprise: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.682, joy: 0.306, surprise: 0.003, disgust: 0.003, anger: 0.003, sadness: 0.002, fear: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.963, others: 0.029, surprise: 0.003, sadness: 0.002, anger: 0.001, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.754, joy: 0.234, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.929, joy: 0.061, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.970, others: 0.021, anger: 0.003, sadness: 0.002, surprise: 0.002, fear: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.951, others: 0.040, anger: 0.003, sadness: 0.002, fear: 0.002, disgust: 0.002, surprise: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, joy: 0.031, sadness: 0.007, surprise: 0.004, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.966, joy: 0.022, surprise: 0.004, disgust: 0.003, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.021, sadness: 0.003, disgust: 0.003, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.586, others: 0.390, sadness: 0.011, surprise: 0.006, fear: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.819, others: 0.170, anger: 0.003, surprise: 0.002, sadness: 0.002, disgust: 0.002, fear: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.012, sadness: 0.005, fear: 0.004, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.737, joy: 0.250, sadness: 0.004, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.008, disgust: 0.005, sadness: 0.004, fear: 0.003, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.961, fear: 0.014, joy: 0.011, sadness: 0.005, disgust: 0.004, surprise: 0.004, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.019, sadness: 0.004, fear: 0.003, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.950, joy: 0.031, sadness: 0.008, surprise: 0.004, fear: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, disgust: 0.007, joy: 0.007, sadness: 0.004, surprise: 0.003, fear: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.789, joy: 0.182, sadness: 0.019, fear: 0.003, surprise: 0.003, disgust: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.926, joy: 0.043, fear: 0.016, sadness: 0.009, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.919, others: 0.062, sadness: 0.011, surprise: 0.003, anger: 0.002, fear: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.014, disgust: 0.003, fear: 0.003, sadness: 0.003, anger: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.933, fear: 0.027, sadness: 0.018, joy: 0.010, disgust: 0.005, surprise: 0.004, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.009, disgust: 0.007, fear: 0.003, surprise: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.871, disgust: 0.107, joy: 0.007, fear: 0.005, surprise: 0.004, anger: 0.004, sadness: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.900, joy: 0.089, fear: 0.003, surprise: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.881, others: 0.093, fear: 0.009, joy: 0.008, disgust: 0.004, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.901, joy: 0.089, fear: 0.003, surprise: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.940, joy: 0.051, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.890, sadness: 0.047, joy: 0.026, fear: 0.024, disgust: 0.006, surprise: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.929, joy: 0.057, sadness: 0.005, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.940, joy: 0.047, sadness: 0.004, fear: 0.003, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.900, joy: 0.055, sadness: 0.033, fear: 0.005, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.946, joy: 0.024, sadness: 0.017, disgust: 0.005, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.888, joy: 0.101, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.950, joy: 0.041, fear: 0.002, surprise: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.811, sadness: 0.138, joy: 0.034, disgust: 0.006, fear: 0.005, surprise: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.009, disgust: 0.004, surprise: 0.003, fear: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.791, others: 0.162, fear: 0.016, surprise: 0.014, joy: 0.010, disgust: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.012, fear: 0.006, disgust: 0.004, sadness: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.007, disgust: 0.006, surprise: 0.002, fear: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.964, joy: 0.020, fear: 0.007, surprise: 0.004, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, disgust: 0.007, joy: 0.007, anger: 0.002, fear: 0.002, sadness: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.944, joy: 0.038, sadness: 0.009, fear: 0.003, disgust: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.599, joy: 0.385, surprise: 0.005, fear: 0.004, sadness: 0.003, anger: 0.002, disgust: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.011, fear: 0.006, disgust: 0.003, surprise: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.011, surprise: 0.004, fear: 0.003, disgust: 0.003, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.971, disgust: 0.009, joy: 0.008, anger: 0.004, sadness: 0.003, fear: 0.003, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.015, sadness: 0.005, surprise: 0.004, fear: 0.004, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.932, joy: 0.057, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.014, disgust: 0.004, sadness: 0.004, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.951, joy: 0.024, fear: 0.007, surprise: 0.007, sadness: 0.007, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=surprise, probas={surprise: 0.548, others: 0.408, joy: 0.023, fear: 0.008, sadness: 0.008, disgust: 0.003, anger: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.547, others: 0.366, joy: 0.070, fear: 0.005, disgust: 0.005, surprise: 0.004, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.932, joy: 0.058, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.023, sadness: 0.004, disgust: 0.003, surprise: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.696, others: 0.293, surprise: 0.004, sadness: 0.003, fear: 0.002, anger: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, sadness: 0.008, joy: 0.008, disgust: 0.007, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.827, joy: 0.162, sadness: 0.003, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, joy: 0.031, sadness: 0.005, fear: 0.004, surprise: 0.004, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.027, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.014, fear: 0.006, sadness: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, disgust: 0.013, joy: 0.005, anger: 0.003, fear: 0.002, surprise: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.959, joy: 0.031, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.959, joy: 0.017, sadness: 0.012, disgust: 0.004, fear: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.008, disgust: 0.005, sadness: 0.004, fear: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.019, surprise: 0.002, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.639, disgust: 0.338, anger: 0.006, sadness: 0.006, joy: 0.005, surprise: 0.003, fear: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.013, disgust: 0.003, fear: 0.003, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.966, joy: 0.024, fear: 0.003, disgust: 0.002, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.015, sadness: 0.004, disgust: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.013, fear: 0.003, disgust: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.831, joy: 0.124, sadness: 0.034, fear: 0.004, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.926, disgust: 0.054, sadness: 0.006, joy: 0.005, fear: 0.004, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.856, sadness: 0.098, joy: 0.025, fear: 0.010, disgust: 0.006, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.015, disgust: 0.005, sadness: 0.005, fear: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, joy: 0.022, fear: 0.012, sadness: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.960, joy: 0.014, fear: 0.012, sadness: 0.006, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.715, sadness: 0.193, joy: 0.075, surprise: 0.006, disgust: 0.005, fear: 0.004, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.931, sadness: 0.029, joy: 0.022, fear: 0.008, surprise: 0.005, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.953, others: 0.030, joy: 0.006, fear: 0.005, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.980, others: 0.010, fear: 0.003, disgust: 0.003, joy: 0.002, surprise: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.032, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.966, others: 0.025, anger: 0.002, surprise: 0.002, disgust: 0.002, sadness: 0.001, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.743, fear: 0.219, joy: 0.014, sadness: 0.013, disgust: 0.005, surprise: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.012, disgust: 0.006, sadness: 0.005, fear: 0.003, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.942, others: 0.027, joy: 0.024, disgust: 0.002, fear: 0.002, anger: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.951, fear: 0.016, sadness: 0.012, joy: 0.011, disgust: 0.005, surprise: 0.004, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.008, disgust: 0.006, surprise: 0.004, sadness: 0.003, fear: 0.002, anger: 0.002})"
